50 4000
68.75 3990.2
82.5414 3973.19
92.5579 3951.04
99.5304 3925.82
104.222 3899.05
107.32 3871.57
109.347 3843.79
110.669 3815.88
111.529 3787.92
112.088 3759.94
112.451 3731.95
112.688 3703.95
112.841 3675.95
112.941 3647.95
113.006 3619.95
113.048 3591.95
113.076 3563.95
113.093 3535.95
113.105 3507.95
113.113 3479.95
113.118 3451.95
113.121 3423.95
113.123 3395.95
113.124 3367.95
113.125 3339.95
113.126 3311.95
113.126 3283.95
113.126 3255.95
113.126 3227.95
113.126 3199.95
113.126 3171.95
113.127 3143.95
113.127 3115.95
113.127 3087.95
113.127 3059.95
113.127 3031.95
113.127 3003.95
113.127 2975.95
113.127 2947.95
113.127 2919.95
113.127 2891.95
113.127 2863.95
113.127 2835.95
113.127 2807.95
113.127 2779.95
113.127 2751.95
113.127 2723.95
113.127 2695.95
113.127 2667.95
113.127 2639.95
113.127 2611.95
113.127 2583.95
113.127 2555.95
113.127 2527.95
113.127 2499.95
113.127 2471.95
113.127 2443.95
113.127 2415.95
113.127 2387.95
113.127 2359.95
113.127 2331.95
113.127 2303.95
113.127 2275.95
113.127 2247.95
113.127 2219.95
113.127 2191.95
113.127 2163.95
113.127 2135.95
113.127 2107.95
113.127 2079.95
113.127 2051.95
113.127 2023.95
113.127 1995.95
113.127 1967.95
113.127 1939.95
113.127 1911.95
113.127 1883.95
113.127 1855.95
113.127 1827.95
113.127 1799.95
113.127 1771.95
113.127 1743.95
113.127 1715.95
113.127 1687.95
113.127 1659.95
113.127 1631.95
113.127 1603.95
113.127 1575.95
113.127 1547.95
113.127 1519.95
113.127 1491.95
113.127 1463.95
113.127 1435.95
113.127 1407.95
113.127 1379.95
113.127 1351.95
113.127 1323.95
113.127 1295.95
113.127 1267.95
113.127 1239.95
113.127 1211.95
113.127 1183.95
113.127 1155.95
113.127 1127.95
113.127 1099.95
113.127 1071.95
113.127 1043.95
113.127 1015.95
113.127 987.95
113.127 959.95
113.127 931.95
113.127 903.95
113.127 875.95
113.127 847.95
113.127 819.95
113.127 791.95
113.127 763.95
113.127 735.95
113.127 707.95
113.127 679.95
113.127 651.95
113.127 623.95
113.127 595.95
113.127 567.95
113.127 539.95
113.127 511.95
113.127 483.95
113.127 455.95
113.127 427.95
113.127 399.95
113.127 371.95
113.127 343.95
113.127 315.95
113.127 287.95
113.127 259.95
113.127 231.95
113.127 203.95
113.127 175.95
113.127 147.95
113.127 119.95
113.127 91.9504
113.127 63.9504
113.127 35.9504
113.127 7.95044
113.127 -20.0496
