45 4000
58.75 3990.2
67.5414 3973.19
72.5579 3951.04
74.5304 3925.82
74.2223 3899.05
72.3201 3871.57
69.3473 3843.79
65.6687 3815.88
61.5286 3787.92
57.0878 3759.94
52.4513 3731.95
47.6877 3703.95
42.8413 3675.95
37.9412 3647.95
33.0061 3619.95
28.0483 3591.95
23.0757 3563.95
18.0935 3535.95
13.1051 3507.95
8.11262 3479.95
3.11752 3451.95
-1.8793 3423.95
-6.87723 3395.95
-11.8759 3367.95
-16.875 3339.95
-21.8744 3311.95
-26.8741 3283.95
-31.8738 3255.95
-36.8737 3227.95
-41.8736 3199.95
-46.8735 3171.95
-51.8735 3143.95
-56.8734 3115.95
-61.8734 3087.95
-66.8734 3059.95
-71.8734 3031.95
-76.8734 3003.95
-81.8734 2975.95
-86.8734 2947.95
-91.8734 2919.95
-96.8734 2891.95
-101.873 2863.95
-106.873 2835.95
-111.873 2807.95
-116.873 2779.95
-121.873 2751.95
-126.873 2723.95
-131.873 2695.95
-136.873 2667.95
-141.873 2639.95
-146.873 2611.95
-151.873 2583.95
-156.873 2555.95
-161.873 2527.95
-166.873 2499.95
-171.873 2471.95
-176.873 2443.95
-181.873 2415.95
-186.873 2387.95
-191.873 2359.95
-196.873 2331.95
-201.873 2303.95
-206.873 2275.95
-211.873 2247.95
-216.873 2219.95
-221.873 2191.95
-226.873 2163.95
-231.873 2135.95
-236.873 2107.95
-241.873 2079.95
-246.873 2051.95
-251.873 2023.95
-256.873 1995.95
-261.873 1967.95
-266.873 1939.95
-271.873 1911.95
-276.873 1883.95
-281.873 1855.95
-286.873 1827.95
-291.873 1799.95
-296.873 1771.95
-301.873 1743.95
-306.873 1715.95
-311.873 1687.95
-316.873 1659.95
-321.873 1631.95
-326.873 1603.95
-331.873 1575.95
-336.873 1547.95
-341.873 1519.95
-346.873 1491.95
-351.873 1463.95
-356.873 1435.95
-361.873 1407.95
-366.873 1379.95
-371.873 1351.95
-376.873 1323.95
-381.873 1295.95
-386.873 1267.95
-391.873 1239.95
-396.873 1211.95
-401.873 1183.95
-406.873 1155.95
-411.873 1127.95
-416.873 1099.95
-421.873 1071.95
-426.873 1043.95
-431.873 1015.95
-436.873 987.95
-441.873 959.95
-446.873 931.95
-451.873 903.95
-456.873 875.95
-461.873 847.95
-466.873 819.95
-471.873 791.95
-476.873 763.95
-481.873 735.95
-486.873 707.95
-491.873 679.95
-496.873 651.95
-501.873 623.95
-506.873 595.95
-511.873 567.95
-516.873 539.95
-521.873 511.95
-526.873 483.95
-531.873 455.95
-536.873 427.95
-541.873 399.95
-546.873 371.95
-551.873 343.95
-556.873 315.95
-561.873 287.95
-566.873 259.95
-571.873 231.95
-576.873 203.95
-581.873 175.95
-586.873 147.95
-591.873 119.95
-596.873 91.9504
-601.873 63.9504
-606.873 35.9504
-611.873 7.95044
-616.873 -20.0496
