45 4000
82.1875 3990.2
113.665 3971.93
140.492 3946.18
163.247 3913.93
182.312 3876.17
198.01 3833.89
210.663 3788.03
220.605 3739.42
228.172 3688.73
233.688 3636.51
237.454 3583.18
239.739 3529.06
240.781 3474.38
240.784 3419.3
239.923 3363.94
238.343 3308.38
236.169 3252.68
233.502 3196.9
230.428 3141.04
227.018 3085.14
223.33 3029.21
219.412 2973.26
215.305 2917.29
211.042 2861.32
206.65 2805.33
202.152 2749.34
197.566 2693.35
192.907 2637.36
188.189 2581.36
183.422 2525.36
178.613 2469.36
173.771 2413.36
168.902 2357.37
164.01 2301.37
159.098 2245.37
154.172 2189.37
149.232 2133.37
144.282 2077.37
139.323 2021.37
134.357 1965.37
129.385 1909.37
124.408 1853.37
119.427 1797.37
114.443 1741.37
109.456 1685.37
104.467 1629.37
99.4756 1573.37
94.4828 1517.37
89.4889 1461.37
84.4938 1405.37
79.4979 1349.37
74.5013 1293.37
69.5041 1237.37
64.5064 1181.37
59.5082 1125.37
54.5098 1069.37
49.5111 1013.37
44.5122 957.367
39.513 901.367
34.5138 845.367
29.5144 789.367
24.5149 733.367
19.5153 677.367
14.5156 621.367
9.51588 565.367
4.5161 509.367
-0.483707 453.367
-5.48355 397.367
-10.4834 341.367
-15.4833 285.367
-20.4832 229.367
-25.4832 173.367
-30.4831 117.367
-35.483 61.3671
-40.483 5.36707
-45.483 -50.6329
