45 4000
80.3125 3990.2
109.144 3972.18
132.951 3947.03
152.489 3915.81
168.251 3879.59
180.654 3839.43
190.106 3796.28
197.01 3750.95
201.752 3704.04
204.685 3656.04
206.122 3607.3
206.333 3558.04
205.544 3508.43
203.943 3458.59
201.683 3408.61
198.892 3358.51
195.672 3308.36
192.106 3258.15
188.26 3207.92
184.19 3157.67
179.939 3107.4
175.542 3057.13
171.027 3006.85
166.418 2956.57
161.733 2906.28
156.986 2855.99
152.19 2805.71
147.354 2755.42
142.487 2705.13
137.593 2654.84
132.679 2604.55
127.748 2554.26
122.803 2503.97
117.848 2453.68
112.884 2403.39
107.913 2353.1
102.936 2302.82
97.9552 2252.53
92.9704 2202.24
87.9825 2151.95
82.9924 2101.66
78.0003 2051.37
73.0066 2001.08
68.0117 1950.79
63.0159 1900.5
58.0192 1850.21
53.0218 1799.92
48.024 1749.63
43.0257 1699.34
38.0271 1649.05
33.0282 1598.76
28.0292 1548.47
23.0299 1498.18
18.0305 1447.89
13.0309 1397.6
8.03132 1347.32
3.03162 1297.03
-1.96813 1246.74
-6.96793 1196.45
-11.9678 1146.16
-16.9676 1095.87
-21.9675 1045.58
-26.9675 995.289
-31.9674 945
-36.9673 894.71
-41.9673 844.421
-46.9673 794.131
-51.9672 743.842
-56.9672 693.552
-61.9672 643.263
-66.9672 592.973
-71.9672 542.684
-76.9672 492.394
-81.9671 442.105
-86.9671 391.815
-91.9671 341.526
-96.9671 291.237
-101.967 240.947
-106.967 190.658
-111.967 140.368
-116.967 90.0786
-121.967 39.7891
-126.967 -10.5004
