-5 4000
-10 3990.2
-15 3970.97
-20 3943.38
-25 3908.93
-30 3869.29
-35 3825.93
-40 3780.06
-45 3732.54
-50 3683.97
-55 3634.74
-60 3585.11
-65 3535.22
-70 3485.17
-75 3435.03
-80 3384.83
-85 3334.6
-90 3284.34
-95 3234.08
-100 3183.8
-105 3133.52
-110 3083.23
-115 3032.95
-120 2982.66
-125 2932.37
-130 2882.08
-135 2831.79
-140 2781.5
-145 2731.21
-150 2680.92
-155 2630.63
-160 2580.34
-165 2530.06
-170 2479.77
-175 2429.48
-180 2379.19
-185 2328.9
-190 2278.61
-195 2228.32
-200 2178.03
-205 2127.74
-210 2077.45
-215 2027.16
-220 1976.87
-225 1926.58
-230 1876.29
-235 1826
-240 1775.71
-245 1725.42
-250 1675.13
-255 1624.84
-260 1574.55
-265 1524.27
-270 1473.98
-275 1423.69
-280 1373.4
-285 1323.11
-290 1272.82
-295 1222.53
-300 1172.24
-305 1121.95
-310 1071.66
-315 1021.37
-320 971.082
-325 920.792
-330 870.503
-335 820.213
-340 769.924
-345 719.634
-350 669.345
-355 619.055
-360 568.766
-365 518.476
-370 468.187
-375 417.897
-380 367.608
-385 317.318
-390 267.029
-395 216.739
-400 166.45
-405 116.16
-410 65.8709
-415 15.5814
-420 -34.7081
