95 4000
130.313 3990.2
159.144 3972.18
182.951 3947.03
202.489 3915.81
218.251 3879.59
230.654 3839.43
240.106 3796.28
247.01 3750.95
251.752 3704.04
254.685 3656.04
256.122 3607.3
256.334 3558.04
255.544 3508.43
253.943 3458.59
251.683 3408.61
248.892 3358.51
245.672 3308.36
242.106 3258.15
238.26 3207.92
234.19 3157.67
229.939 3107.4
225.542 3057.13
221.027 3006.85
216.418 2956.57
211.733 2906.28
206.986 2855.99
202.19 2805.71
197.354 2755.42
192.487 2705.13
187.593 2654.84
182.679 2604.55
177.748 2554.26
172.803 2503.97
167.848 2453.68
162.884 2403.39
157.913 2353.1
152.937 2302.82
147.955 2252.53
142.97 2202.24
137.983 2151.95
132.992 2101.66
128 2051.37
123.007 2001.08
118.012 1950.79
113.016 1900.5
108.019 1850.21
103.022 1799.92
98.0241 1749.63
93.0258 1699.34
88.0272 1649.05
83.0283 1598.76
78.0293 1548.47
73.03 1498.18
68.0306 1447.89
63.031 1397.6
58.0314 1347.32
53.0317 1297.03
48.032 1246.74
43.0322 1196.45
38.0323 1146.16
33.0325 1095.87
28.0326 1045.58
23.0326 995.289
18.0327 945
13.0328 894.71
8.03281 844.421
3.03285 794.131
-1.96713 743.842
-6.9671 693.552
-11.9671 643.263
-16.9671 592.973
-21.9671 542.684
-26.9671 492.394
-31.967 442.105
-36.967 391.815
-41.967 341.526
-46.967 291.237
-51.967 240.947
-56.967 190.658
-61.967 140.368
-66.967 90.0786
-71.967 39.7891
-76.967 -10.5004
