50 4000
90.3125 3990.2
124.144 3972.18
152.951 3947.03
177.489 3915.81
198.251 3879.59
215.654 3839.43
230.106 3796.28
242.01 3750.95
251.752 3704.04
259.685 3656.04
266.122 3607.3
271.333 3558.04
275.544 3508.43
278.943 3458.59
281.683 3408.61
283.892 3358.51
285.672 3308.36
287.106 3258.15
288.26 3207.92
289.19 3157.67
289.939 3107.4
290.542 3057.13
291.027 3006.85
291.418 2956.57
291.733 2906.28
291.986 2855.99
292.19 2805.71
292.354 2755.42
292.487 2705.13
292.593 2654.84
292.679 2604.55
292.748 2554.26
292.803 2503.97
292.848 2453.68
292.884 2403.39
292.913 2353.1
292.936 2302.82
292.955 2252.53
292.97 2202.24
292.983 2151.95
292.992 2101.66
293 2051.37
293.007 2001.08
293.012 1950.79
293.016 1900.5
293.019 1850.21
293.022 1799.92
293.024 1749.63
293.026 1699.34
293.027 1649.05
293.028 1598.76
293.029 1548.47
293.03 1498.18
293.031 1447.89
293.031 1397.6
293.031 1347.32
293.032 1297.03
293.032 1246.74
293.032 1196.45
293.032 1146.16
293.032 1095.87
293.033 1045.58
293.033 995.289
293.033 945
293.033 894.71
293.033 844.421
293.033 794.131
293.033 743.842
293.033 693.552
293.033 643.263
293.033 592.973
293.033 542.684
293.033 492.394
293.033 442.105
293.033 391.815
293.033 341.526
293.033 291.237
293.033 240.947
293.033 190.658
293.033 140.368
293.033 90.0786
293.033 39.7891
293.033 -10.5004
